topic,evidence_1,evidence_2,label,acceptance_rate,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score,evidence_1_id,evidence_2_id,evidence_1_wikipedia_article_name,evidence_2_wikipedia_article_name,evidence_1_wikipedia_url,evidence_2_wikipedia_url
We should abolish the monarchy,Political parties agreed in 1991 that the monarchy would remain to enhance political stability and provide an important symbol of national identity for the culturally diverse Nepali people.,"A 1999 Gallup poll found that 48% of Canadians thought Canada should have a monarch as its head of state, while 43% thought Canada should discontinue its ties with the monarchy.",2,0.67,CON,CON,0.4856820106506348,0.5679892897605896,4014,4022,Politics of Nepal,Debate on the monarchy in Canada,https://en.wikipedia.org/wiki/Politics_of_Nepal,https://en.wikipedia.org/wiki/Debate_on_the_monarchy_in_Canada
We should increase gun control,"Specter strongly opposes most gun control, voting against the Brady Bill, background checks at gun shows, the ban on assault weapons, and trigger locks for handguns [REF].",Both Snowe and fellow Maine Senator Susan Collins have embraced strong gun control measures following the Columbine High School shooting in 1999.,2,0.86,CON,PRO,0.8749724030494691,0.6514934897422789,444,495,Arlen Specter,Olympia Snowe,https://en.wikipedia.org/wiki/Arlen_Specter,https://en.wikipedia.org/wiki/Olympia_Snowe
We should abandon coal mining,"Historically, coal mining has been a very dangerous activity and the list of historical coal mining disasters is a long one.","Hansen said that mountaintop removal for coal mining ""[provides] only a small fraction of our energy"" and ""should be abolished.""[REF]",1,0.63,PRO,PRO,0.16989076137542725,0.8639824986457825,437,391,Coal mining,James Hansen,https://en.wikipedia.org/wiki/Coal_mining,https://en.wikipedia.org/wiki/James_Hansen
We should ban partial birth abortions,NARAL endorsed Sestak in the 2010 Democratic primary over Specter because of Sestak's opposition to a ban on partial birth abortion [REF].,"Abortion Upton opposes abortion in most circumstances, voting to prohibit partial-birth abortion and supported the interests of the National Right to Life Committee 75 percent in 2009 [REF].",2,0.89,CON,PRO,0.7023003101348877,0.5734699964523315,92,71,Joe Sestak,Fred Upton,https://en.wikipedia.org/wiki/Joe_Sestak,https://en.wikipedia.org/wiki/Fred_Upton
We should prohibit corporal punishment,"In June 1972, the Liverpool Education Committee banned all forms of corporal punishment in the city's schools, although both cane and slipper appear to have continued in common use throughout the seventies.","The National Association of Social Workers ""opposes the use of physical punishment in homes, schools, and all other institutions where children are cared for and educated.""[REF] .",2,0.88,PRO,PRO,0.5030582547187805,0.8277991414070129,3383,3396,Liverpool Collegiate School,Corporal punishment in the home,https://en.wikipedia.org/wiki/Liverpool_Collegiate_School,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should ban partial birth abortions,NARAL endorsed Sestak in the 2010 Democratic primary over Specter because of Sestak's opposition to a ban on partial birth abortion [REF].,"On June 24, 2008, Wilkinson authored a concurring opinion in Richmond Medical Center For Women v. Herring, which upheld the Virginia ban on partial-birth abortions.",2,0.7,CON,PRO,0.7023003101348877,0.6734218001365662,92,82,Joe Sestak,J. Harvie Wilkinson III,https://en.wikipedia.org/wiki/Joe_Sestak,https://en.wikipedia.org/wiki/J._Harvie_Wilkinson_III
We should legalize prostitution,"Many people who support legal prostitution argue that prostitution is a consensual sex act between adults and a victimless crime, thus the government should not prohibit this practice.","Farley is a leading proponent of the abolitionist view of prostitution[REF] holding that prostitution is inherently exploitive and traumatizing, and should therefore be abolished.",1,0.6,PRO,CON,0.8571430444717407,0.7322061657905579,1565,1589,Prostitution law,Melissa Farley,https://en.wikipedia.org/wiki/Prostitution_law,https://en.wikipedia.org/wiki/Melissa_Farley
Sex education should be mandatory,Some opponents of sex education in Catholic schools believe sex ed programs are doing more harm to the young than good.,Clinton believes that the acceptance and availability of birth control and sex education will reduce unwanted pregnancies and the number of abortions.,2,0.88,CON,PRO,0.7071887254714966,0.6647444367408752,966,929,Sex education,Political positions of Hillary Rodham Clinton,https://en.wikipedia.org/wiki/Sex_education,https://en.wikipedia.org/wiki/Political_positions_of_Hillary_Rodham_Clinton
We should adopt open source software,A report by the Standish Group states that adoption of open-source software models has resulted in savings of about $60 billion per year to consumers [REF].,"The company's anti-open source sentiment was enforced by former CEO Steve Ballmer, who referred to Linux, a widely used open source software, as a ""malignant cancer"".",1,1.0,PRO,CON,0.84947669506073,0.3522383868694305,3133,3132,Open-source software,Open source movement,https://en.wikipedia.org/wiki/Open-source_software,https://en.wikipedia.org/wiki/Open_source_movement
We should subsidize biofuels,Other independent LCA studies show that biofuels save around 50% of the CO2 emissions of the equivalent fossil fuels.,The World Bank lists the effect of biofuels as an important contributor to higher food prices [REF].,1,0.67,PRO,CON,0.8766373991966248,0.4872592985630035,2094,2039,Issues relating to biofuels,2007–2008 world food price crisis,https://en.wikipedia.org/wiki/Issues_relating_to_biofuels,https://en.wikipedia.org/wiki/2007–2008_world_food_price_crisis
We should subsidize condoms,Early 20th century experiments by the American military concluded that providing condoms to soldiers significantly lowered rates of sexually transmitted diseases [REF].,"In 2009, she declared herself to be ""profoundly shocked"" by statements of Pope Benedict XVI which claimed that condoms promote AIDS, although they in fact help prevent it.",1,0.86,PRO,PRO,0.8643600344657898,0.6417813897132874,1769,1747,Condom,Ségolène Royal,https://en.wikipedia.org/wiki/Condom,https://en.wikipedia.org/wiki/Ségolène_Royal
We should subsidize condoms,"Given the premise that some adolescents are going to have sex, a harm-reductionist approach supports a sexual education which emphasizes the use of protective devices like condoms and dental dams to protect against unwanted pregnancy and the transmission of STIs.","Pro-life groups refer to the Director of Harvard's Aid Prevention Center, Edward C. Green, who said that the ""best evidence"" agrees with Benedict XVI's statement that condom distribution risked exacerbating the spread of the virus, because availability of condoms leads to riskier sexual behavior [REF].",1,0.89,PRO,CON,0.7579944729804993,0.9105576276779176,1714,1774,Harm reduction,Reproductive Health Bill,https://en.wikipedia.org/wiki/Harm_reduction,https://en.wikipedia.org/wiki/Reproductive_Health_Bill
We should further exploit wind power,The IER claims that Pickens' plan relies on government subsidies and that producing large amounts of wind power is not a viable option.,"EEA (European Environment Agency)s Europe's onshore and offshore wind energy potential[REF] report, confirms wind energy could power Europe many times over.",2,1.0,CON,PRO,0.6715027689933777,0.9247254133224488,1250,1300,Pickens Plan,Renewable energy in the European Union,https://en.wikipedia.org/wiki/Pickens_Plan,https://en.wikipedia.org/wiki/Renewable_energy_in_the_European_Union
We should adopt vegetarianism,"Fox is a supporter of the Human Rights Campaign[REF] and has been a dedicated vegetarian since the age of 19, working with PETA to help promote vegetarianism[REF] and also working with ADI[REF] to bring light to the suffering of animals in circuses.","There is evidence that vegetarians tend to have a lower body mass index,[REF][REF] lower risk of obesity,[REF] lower blood cholesterol levels,[REF][REF] lower homocysteine levels,[REF] lower risk of high blood pressure,[REF][REF] and lower risk of type 2 diabetes [REF].",2,1.0,PRO,PRO,0.6457012891769409,0.620011568069458,3922,3927,Jorja Fox,Vegetarian nutrition,https://en.wikipedia.org/wiki/Jorja_Fox,https://en.wikipedia.org/wiki/Vegetarian_nutrition
We should introduce school vouchers,"The Alliance for the Separation of School & State opposes education vouchers on the grounds that ""if vouchers become commonplace, private and religious schools will become more and more like public schools.""[REF]","In May 1999, Mayor Giuliani advocated in favor of education vouchers, proposing to allocate several million dollars to allow poor children attending poor-performing public schools to attend private schools [REF].",2,0.67,CON,PRO,0.7557459473609924,0.823322057723999,2721,2735,School voucher,Political positions of Rudy Giuliani,https://en.wikipedia.org/wiki/School_voucher,https://en.wikipedia.org/wiki/Political_positions_of_Rudy_Giuliani
We should increase gun control,"Following the Columbine school shootings on the morning of April 20, 1999, demand for more gun control measures increased, including calls for restrictions on gun shows, child access prevention laws mandating the locking up of guns, and bans on assault weapons.","Regarding the Second Amendment, Coburn believes that it ""recognizes the right of individual, law-abiding citizens to own and use firearms,"" and he opposes ""any and all efforts to mandate gun control on law-abiding citizens.""[REF]",1,0.67,PRO,CON,0.2473552227020264,0.9235355257987976,497,476,Gun violence and gun control in Texas,Tom Coburn,https://en.wikipedia.org/wiki/Gun_violence_and_gun_control_in_Texas,https://en.wikipedia.org/wiki/Tom_Coburn
We should prohibit corporal punishment,"A 2003 review of available research into parental punishment concluded that ""strong evidence exists that the use of physical punishment has a number of inherent risks regarding the physical and mental health and well-being of children"" [REF].","The report concluded that corporal punishment in Letterfrack was ""severe, excessive and pervasive, and created a climate of fear"", that it ""was the primary method of control"" and that unavoidable because ""it was frequently capricious, unfair and inconsistent"" [REF].",1,0.71,PRO,PRO,0.9548041820526124,0.8337466716766357,3409,3433,Corporal punishment in the home,"St Joseph's Industrial School, Letterfrack",https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home,"https://en.wikipedia.org/wiki/St_Joseph's_Industrial_School,_Letterfrack"
We should prohibit corporal punishment,"Zeigler believed Riley should be disciplined to say ""Sir"" and ""Ma'am"" to adults, and that corporal punishment was the best means of disciplining a child.","The American Academy of Pediatrics believes that corporal punishment possesses some negative side-effects and only limited benefits, and recommends the use of other forms of discipline to manage undesirable behavior [REF].",2,1.0,CON,PRO,0.5425704717636108,0.945677936077118,3404,3377,Riley Ann Sawyers,Corporal punishment in the home,https://en.wikipedia.org/wiki/Riley_Ann_Sawyers,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should abolish the monarchy,"Some, such as journalist Christina Blizzard, emphasise that the monarchy ""made [Canada] a haven of peace and justice for immigrants from around the world.""[REF]","Adams and his party demanded more rights for the poor and for the people, and staunchly supported the monarchy.",1,0.75,CON,CON,0.5404478907585144,0.3668858706951141,4041,4056,Monarchism in Canada,History of Barbados,https://en.wikipedia.org/wiki/Monarchism_in_Canada,https://en.wikipedia.org/wiki/History_of_Barbados
We should subsidize condoms,"According to reports by the National Institutes of Health (NIH) and World Health Organization, correct and consistent use of latex condoms reduces the risk of HIV/AIDS transmission by approximately 85%-99% relative to risk when unprotected [REF].","Pro-life groups refer to the Director of Harvard's Aid Prevention Center, Edward C. Green, who said that the ""best evidence"" agrees with Benedict XVI's statement that condom distribution risked exacerbating the spread of the virus, because availability of condoms leads to riskier sexual behavior [REF].",1,1.0,PRO,CON,0.9211434125900269,0.9105576276779176,1775,1774,Sexual intercourse,Reproductive Health Bill,https://en.wikipedia.org/wiki/Sexual_intercourse,https://en.wikipedia.org/wiki/Reproductive_Health_Bill
We should subsidize biofuels,"IATA thinks a 6% share of sustainable 2nd generation biofuels is achievable by 2020,[REF] and Boeing supports a target of 1% of global aviation fuels by 2015 [REF].","In 2003, the European Union saw biofuels as an answer to several problems: climate change, energy security and stimulating the rural economy, and agreed the Biofuels Directive to see that production was kickstarted.",2,0.63,PRO,PRO,0.6550366282463074,0.8217313885688782,2085,2045,Aviation biofuel,Agriculture in the United Kingdom,https://en.wikipedia.org/wiki/Aviation_biofuel,https://en.wikipedia.org/wiki/Agriculture_in_the_United_Kingdom
We should legalize cannabis,The researchers conclude there is emerging evidence that positive experiences to early cannabis use are a significant predictor of late dependence and that genetic predisposition plays a role in the development of problematic use.,"Francis L. Young, an administrative law judge with the United States Drug Enforcement Agency declared in 1988 that, ""in its natural form, [cannabis] is one of the safest therapeutically active substances known.""[REF]",2,0.78,CON,PRO,0.8518982529640198,0.7716102004051208,806,842,Cannabis dependence,Medical cannabis in the United States,https://en.wikipedia.org/wiki/Cannabis_dependence,https://en.wikipedia.org/wiki/Medical_cannabis_in_the_United_States
We should ban male infant circumcision,"Paul, who was vocally supported by Peter, argued that circumcision was not a necessary practice [REF].",The most current research does not support the belief that neonatal circumcision disrupts breastfeeding [REF].,1,0.63,PRO,CON,0.8109424114227295,0.8161343336105347,1891,1865,History of early Christianity,Medical analysis of circumcision,https://en.wikipedia.org/wiki/History_of_early_Christianity,https://en.wikipedia.org/wiki/Medical_analysis_of_circumcision
We should ban male infant circumcision,"Regarding the practice of routine infant circumcision, the College of Physicians and Surgeons of British Columbia stated that ""Infant male circumcision was once considered a preventive health measure and was therefore adopted extensively in Western countries.","A meta-analysis of data from fifteen observational studies of men who have sex with men found ""insufficient evidence that male circumcision protects against HIV infection or other STIs.""[REF] .",2,0.78,CON,PRO,0.8733651638031006,0.9193456768989564,1835,1880,Medical analysis of circumcision,Circumcision,https://en.wikipedia.org/wiki/Medical_analysis_of_circumcision,https://en.wikipedia.org/wiki/Circumcision
We should end international aid,"Executive Director Alison Weir writes that ending such aid would ""help bring peace to the Middle East, build a safer world and alleviate massive misery.""[REF]",The Aid model though has been criticized for supplanting trade initiatives[REF] Growing evidence is showing that foreign aid has made the continent poorer [REF].,2,0.63,PRO,PRO,0.7784475088119507,0.6697879433631897,1339,1326,If Americans Knew,Economy of Africa,https://en.wikipedia.org/wiki/If_Americans_Knew,https://en.wikipedia.org/wiki/Economy_of_Africa
We should ban trans fats usage in food,"Just a month later Philadelphia City Council passed a ban on trans fat in restaurants, effective September 2, 2007 [REF].",Cancer: There is no scientific consensus that consumption of trans fats significantly increases cancer risks across the board [REF].,2,0.63,PRO,CON,0.2682364881038666,0.8794968128204346,2925,2935,Cuisine of Philadelphia,Trans fat,https://en.wikipedia.org/wiki/Cuisine_of_Philadelphia,https://en.wikipedia.org/wiki/Trans_fat
We should adopt socialism,"Azad developed a close friendship with Nehru and began espousing socialism as the means to fight inequality, poverty and other national challenges.",Nyerere believed socialism was an attitude of mind that barred discrimination and entailed equality of all human beings [REF].,2,0.78,PRO,PRO,0.2939136028289795,0.7136296629905701,3528,3521,Abul Kalam Azad,Julius Nyerere,https://en.wikipedia.org/wiki/Abul_Kalam_Azad,https://en.wikipedia.org/wiki/Julius_Nyerere
We should ban breast implants,"The study Mortality Among Canadian Women with Cosmetic Breast Implants (2006), about some 25,000 women with breast implants, reported a 43 per cent lower rate of breast cancer among them than among the general populace, and a lower-than-average risk of cancer [REF].","Furthermore, after reviewing the research data of the study, and other pertinent literature, the U.S. FDA reported that the data do not support the findings presented; that the platinum used, in new-model breast-implant devices, likely is not ionized, and therefore is not a significant risk to the health of the women [REF].",1,0.88,CON,CON,0.8565319180488586,0.8759960532188416,1385,1384,Breast implant,Breast implant,https://en.wikipedia.org/wiki/Breast_implant,https://en.wikipedia.org/wiki/Breast_implant
We should legalize cannabis,Evidence suggests that cannabis users can develop tolerance to the effects of THC and experience withdrawal symptoms.,"Moreover, a 2005 meta-analysis found that cannabis use is a significant independent risk factor for developing psychotic symptoms and psychosis [REF].",2,0.88,CON,CON,0.9048621654510498,0.9188302755355836,812,850,Cannabis dependence,Schizoaffective disorder,https://en.wikipedia.org/wiki/Cannabis_dependence,https://en.wikipedia.org/wiki/Schizoaffective_disorder
We should legalize prostitution,"[REF] Ethnographical research on street prostitution, done by Alexandra Oliveira, of University of Porto [REF] has led the researcher to argue that prostitution should be legalized to improve the situation of the women [REF].",Some commentators in China and overseas contend that the PRC's policy of banning prostitution is problematic because it hinders the task of developing measures to prevent the spread of HIV [REF].,1,0.71,PRO,PRO,0.9225357174873352,0.8409126400947571,1583,1566,Prostitution in Portugal,Prostitution in the People's Republic of China,https://en.wikipedia.org/wiki/Prostitution_in_Portugal,https://en.wikipedia.org/wiki/Prostitution_in_the_People's_Republic_of_China
We should subsidize condoms,"In 2009, Cardinal Maradiaga agreed with the Pope that condoms cannot be of any real benefit in the fight against AIDS [REF].","Studies have shown that condom availability programs in high schools may lower the risk of HIV, STDs, and teen pregnancy.",2,1.0,CON,PRO,0.7822619080543518,0.6525788903236389,1728,1711,Óscar Andrés Rodríguez Maradiaga,Adolescent sexuality,https://en.wikipedia.org/wiki/Óscar_Andrés_Rodríguez_Maradiaga,https://en.wikipedia.org/wiki/Adolescent_sexuality
We should ban breast implants,"Since the 1990s, independent, comprehensive reviews of the studies seeking causal links between silicone-gel breast implants and systemic disease reported no causal link between the implants and subsequent systemic and autoimmune diseases [REF].","Since the 1990s, reviews of the studies that sought causal links between silicone-gel breast implants and systemic disease reported no link between the implants and subsequent systemic and autoimmune diseases [REF].",1,0.6,CON,CON,0.7852780818939209,0.7496463656425476,1371,1392,Breast augmentation,Breast implant,https://en.wikipedia.org/wiki/Breast_augmentation,https://en.wikipedia.org/wiki/Breast_implant
We should further exploit hydroelectric dams,"Hydroelectric power is currently an important part of the world's energy supply, generating one-fifth of the world's electricity [REF].","In 1984, together with his colleague Nicholas Hildyard, Goldsmith authored a multi-volume report on the destructive effects of large-scale, hydroelectric dams.",1,0.9,PRO,CON,0.6442960500717163,0.44081711769104,3009,3001,Energy development,Edward Goldsmith,https://en.wikipedia.org/wiki/Energy_development,https://en.wikipedia.org/wiki/Edward_Goldsmith
We should prohibit hydraulic fracturing,"After a nationwide protest in January 2012, the government decided to ban the hydraulic fracturing technology [REF].",In his later years in Congress he vehemently opposed hydraulic fracturing to exploit the natural gas resources of the Marcellus Shale.,1,0.89,PRO,PRO,0.6600632667541504,0.7826483845710754,2662,2678,Hydraulic fracturing by country,Maurice Hinchey,https://en.wikipedia.org/wiki/Hydraulic_fracturing_by_country,https://en.wikipedia.org/wiki/Maurice_Hinchey
We should subsidize condoms,"Empirical evidence suggests that, although condoms do not guarantee the perfect prevention of STD transmission[REF], condoms greatly reduce the risks of transmission [REF].","Harvard Director Edward Green concluded that the ""best studies"" show that more condoms promote the spread of AIDS [REF].",1,0.86,PRO,CON,0.929611325263977,0.800104022026062,1729,1742,Catholic Church and AIDS,Reproductive Health Bill,https://en.wikipedia.org/wiki/Catholic_Church_and_AIDS,https://en.wikipedia.org/wiki/Reproductive_Health_Bill
Holocaust denial should be a criminal offence,All six political parties in the German parliament signed a joint resolution condemning this Holocaust denial [REF].,"The European Union's executive Commission proposed a European Union-wide anti-racism xenophobia law in 2001, which included the criminalization of Holocaust denial.",2,1.0,PRO,PRO,0.589038074016571,0.4112192690372467,3579,3585,Holocaust denial,Laws against Holocaust denial,https://en.wikipedia.org/wiki/Holocaust_denial,https://en.wikipedia.org/wiki/Laws_against_Holocaust_denial
We should end international aid,Graham also told Amir Sjarifuddin that the US would provide aid to help rebuild a free Indonesia [REF].,Mosley's result was further confirmed by Peter Boone who argued that aid is ineffective because it tends to finance consumption rather than investments.,2,1.0,CON,PRO,0.7593027949333191,0.7739993333816528,1342,1337,Renville Agreement,Aid effectiveness,https://en.wikipedia.org/wiki/Renville_Agreement,https://en.wikipedia.org/wiki/Aid_effectiveness
We should introduce universal health care,"A 2008 survey of over two thousand doctors published in Annals of Internal Medicine, shows that physicians support universal health care and national health insurance by almost 2 to 1 [REF].","Over the course of his Senate career and continuing into the Obama administration, Kennedy continued his efforts to enact universal health care, which he called the ""cause of my life."" .",1,0.75,PRO,PRO,0.8307879567146301,0.4752373099327088,3321,3369,Public opinion on health care reform in the United States,Ted Kennedy,https://en.wikipedia.org/wiki/Public_opinion_on_health_care_reform_in_the_United_States,https://en.wikipedia.org/wiki/Ted_Kennedy
We should ban breast implants,"In 1999, the Institute of Medicine published the Safety of Silicone Breast Implants (1999) study that reported no evidence that saline-filled and silicone-gel filled breast implant devices caused systemic health problems; that their use posed no new health or safety risks; and that local complications are ""the primary safety issue with silicone breast implants"", in distinguishing among routine and local medical complications and systemic health concerns.""[REF][REF][REF] .","The FDA warned the public that breast implants do carry medical risks, and recommended that women who undergo breast augmentation should periodically undergo MRI examinations to screen for signs of either shell rupture or of filler leakage, or both conditions; and ordered that breast surgery patients be provided with detailed, informational brochures explaining the medical risks of using silicone-gel breast implants [REF].",2,0.78,CON,PRO,0.8573287129402161,0.6224430203437805,1402,1367,Breast implant,Breast implant,https://en.wikipedia.org/wiki/Breast_implant,https://en.wikipedia.org/wiki/Breast_implant
We should prohibit hydraulic fracturing,The study concluded that fracking has seriously contaminated shallow groundwater supplies in northeast Pennsylvania with flammable methane.,The Manhattan Institute is a proponent of the hydraulic fracturing (fracking) method of extracting natural gas and oil from underground deposits.,1,1.0,PRO,CON,0.9002295136451721,0.4741157591342926,2714,2718,Hydraulic fracturing in the United States,Manhattan Institute for Policy Research,https://en.wikipedia.org/wiki/Hydraulic_fracturing_in_the_United_States,https://en.wikipedia.org/wiki/Manhattan_Institute_for_Policy_Research
We should ban partial birth abortions,Kaptur also voted in favor of banning partial-birth abortions in 2000 and 2003 [REF].,"In 2003, Byrd voted for the Partial-Birth Abortion Ban Act, which prohibits intact dilation and extraction [REF].",2,0.71,PRO,PRO,0.7094628810882568,0.7502004504203796,101,79,Marcy Kaptur,Robert Byrd,https://en.wikipedia.org/wiki/Marcy_Kaptur,https://en.wikipedia.org/wiki/Robert_Byrd
We should legalize polygamy,"Philip Kilbride, an American anthropologist, in his book, Plural Marriage for our Time, proposes polygamy as a solution to some of the ills of the American society at large.","In 1916, after the passage of the Jones Law, which transferred legislative power to a Philippine Senate and House of Representatives, polygamy was made illegal.",1,0.9,PRO,CON,0.5187179446220398,0.2610774636268616,2511,2573,Criticism of marriage,Maguindanao people,https://en.wikipedia.org/wiki/Criticism_of_marriage,https://en.wikipedia.org/wiki/Maguindanao_people
We should legalize polygamy,"Israel, in accordance with Western ethics, has made polygamy illegal [REF].",Islamic feminists such as Shukria Barakzai oppose multiple marriages.,1,0.75,CON,CON,0.1930398792028427,0.759715735912323,2538,2523,Polygamy,Polygyny in Islam,https://en.wikipedia.org/wiki/Polygamy,https://en.wikipedia.org/wiki/Polygyny_in_Islam
We should legalize prostitution,"In July 1941, President Franklin D. Roosevelt had signed into law a federal ban on prostitution near naval and military bases [REF].",The PRC rejects the argument that prostitution is an unremarkable transaction between consenting individuals and that prohibition laws constitute a violation of civil liberties.,2,1.0,CON,PRO,0.5180975794792175,0.849384069442749,1570,1579,San Antonio Sporting District,Prostitution in the People's Republic of China,https://en.wikipedia.org/wiki/San_Antonio_Sporting_District,https://en.wikipedia.org/wiki/Prostitution_in_the_People's_Republic_of_China
We should legalize cannabis,"Gonzales v. Raich, 2005 ruled in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use.","The Drug Enforcement Administration (DEA) has claimed that cannabis leads to increased crime in the un-sourced pamphlet entitled ""Speaking Out Against Drug Legalization.""[REF] .",1,0.63,CON,CON,0.7714754343032837,0.2840956151485443,847,811,Decriminalization of non-medical cannabis in the United States,Decriminalization of non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States
We should prohibit corporal punishment,"A 1996 study by Straus suggested that children who receive corporal punishment are more likely to be angry as adults, use spanking as a form of discipline, approve of striking a spouse, and experience marital discord [REF].","In June 1972, the Liverpool Education Committee banned all forms of corporal punishment in the city's schools, although both cane and slipper appear to have continued in common use throughout the seventies.",1,1.0,PRO,PRO,0.8323875665664673,0.5030582547187805,3417,3383,Corporal punishment in the home,Liverpool Collegiate School,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home,https://en.wikipedia.org/wiki/Liverpool_Collegiate_School
We should ban partial birth abortions,"Jeffords consistently voted against the ban on partial-birth abortion, and also against a harsher line on Cuba.",Kaptur also voted in favor of banning partial-birth abortions in 2000 and 2003 [REF].,2,0.67,CON,PRO,0.6462774872779846,0.7094628810882568,56,101,Jim Jeffords,Marcy Kaptur,https://en.wikipedia.org/wiki/Jim_Jeffords,https://en.wikipedia.org/wiki/Marcy_Kaptur
We should ban breast implants,"A 2008 study found an increased risk of ALCL of the breast in women with silicone breast implants, although the overall risk remained exceedingly low due to the rare occurrence of the tumor [REF].","In 2002, the U.S. Food and Drug Administration reviewed the studies on the human biological effects of breast-implant platinum, and reported little causal evidence of platinum toxicity to women with breast implants [REF].",1,0.9,PRO,PRO,0.7710559368133545,0.5945290923118591,1403,1368,Anaplastic large-cell lymphoma,Breast implant,https://en.wikipedia.org/wiki/Anaplastic_large-cell_lymphoma,https://en.wikipedia.org/wiki/Breast_implant
We should further exploit geothermal energy,"The Portuguese government awarded, in December 2008, an exclusive license to Geovita Ltd to prospect and explore geothermal energy in one of the best areas in continental Portugal.","By integrating renewable energy sources such as solar photovoltaic, solar thermal, and even geothermal energy into structures, it is possible to create zero emission buildings, where energy consumption is self-generating and non-polluting.",2,0.86,PRO,PRO,0.2348167449235916,0.8719310760498047,1086,1094,Enhanced geothermal system,Environmental design,https://en.wikipedia.org/wiki/Enhanced_geothermal_system,https://en.wikipedia.org/wiki/Environmental_design
We should further exploit solar energy,"Reliant Energy claims to have made efforts toward more environmentally safe practices through the use of renewable resources such as solar energy, wind power, landfill gas, and coal refuse [REF].",Solar energy is often used to supply power for satellites and spacecraft operating in the inner solar system since it can supply energy for a long time without excess fuel mass.,2,0.63,PRO,PRO,0.7438847422599792,0.2809800207614899,1114,1105,RRI Energy,Solar vehicle,https://en.wikipedia.org/wiki/RRI_Energy,https://en.wikipedia.org/wiki/Solar_vehicle
We should legalize cannabis,"Writing in the Canadian Medical Association Journal, smoking cannabis from a pipe may significantly relieve chronic pain in patients with damaged nerves [REF].","In 1974 Dr Robert DuPont, the White House drug czar, began to publicly support decriminalization of cannabis, seeing cannabis as a health problem.",1,0.78,PRO,PRO,0.9190701842308044,0.7711410522460938,833,799,Cannabis,Decriminalization of non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Cannabis,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States
We should introduce universal health care,Congresswoman Jane Harman maintained that the United States needs a universal healthcare program to guarantee coverage to all Americans regardless of income and affirms there should be pre-established limits on the amount of punitive damages awarded in medical malpractice lawsuits [REF].,"As the founding director in the early 1990s, Wilson spearheaded efforts in Massachusetts to support legislation for universal health care and against international trade deals like the North American Free Trade Agreement (NAFTA) and the World Trade Organization (WTO).",1,0.86,PRO,PRO,0.6677089929580688,0.4611656069755554,3325,3340,Jane Harman,Rand Wilson,https://en.wikipedia.org/wiki/Jane_Harman,https://en.wikipedia.org/wiki/Rand_Wilson
We should subsidize condoms,A 1999 meta-analysis of studies of condom use showed that the consistent use of latex condoms reduces the risk of sexual transmission of HIV by about 85% [REF].,"Armand Razafimahefa, former head of the Madagascar's Protestant Church, was quoted as saying: ""I am firmly opposed to the use of the condom as a means of fighting AIDS, because it promotes promiscuity.""[REF] .",1,1.0,PRO,CON,0.9403889775276184,0.7720954418182373,1739,1752,HIV,Religion and AIDS,https://en.wikipedia.org/wiki/HIV,https://en.wikipedia.org/wiki/Religion_and_AIDS
We should further exploit wind power,"The U.S. Department of Energy's 2008 report 20% Wind Energy by 2030 envisioned that wind power could supply 20% of all U.S. electricity, which included a contribution of 4% to the nation's total electricity from offshore wind power [REF].","The 2007 National Energy Policy supports the diversification and increase of energy sources, mainly through renewable energy such as hydroelectricity, geothermal, solar, wind power and biofuels (as well as mineral coal and natural gas).",1,0.88,PRO,PRO,0.9605910181999208,0.7835735082626343,1251,1246,Wind power in the United States,Electricity sector in El Salvador,https://en.wikipedia.org/wiki/Wind_power_in_the_United_States,https://en.wikipedia.org/wiki/Electricity_sector_in_El_Salvador
We should subsidize condoms,A 2006 study reports that proper condom use decreases the risk of transmission of human papillomavirus to women by approximately 70% [REF].,"Green said that according to the ""best studies,"" condoms makes people take wilder sexual risks, thus worsening the spread of the disease.",1,1.0,PRO,CON,0.9326057434082032,0.86146479845047,1740,1750,Condom,HIV/AIDS in the Philippines,https://en.wikipedia.org/wiki/Condom,https://en.wikipedia.org/wiki/HIV/AIDS_in_the_Philippines
We should legalize cannabis,"A 2008 study suggested that long-term, heavy cannabis use (over five joints daily for more than ten years) are associated with structural abnormalities in the hippocampus and amygdala areas of the brain [REF].",Proposition P made it the policy of the City of San Francisco to recommend that the State of California and the California Medical Association make cannabis available for medicinal purposes and to protect physicians from penalties for prescribing medicinal cannabis [REF].,1,0.78,CON,PRO,0.858632504940033,0.8740560412406921,856,796,Long-term effects of cannabis,Brownie Mary,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis,https://en.wikipedia.org/wiki/Brownie_Mary
